model,rows,top1_accuracy,macro_f1,weighted_f1,top3_accuracy,top5_accuracy,mean_max_confidence,median_max_confidence,confidence_quantiles,mean_confidence_correct,mean_confidence_incorrect,ece_10_bins,multiclass_brier
structured_native_ddxplus,132706,0.9961343119376668,0.995358048132827,0.9960840586212326,1.0,1.0,0.9437834058652547,0.9573621953506899,"{'0.1': 0.9140933863151508, '0.25': 0.9419977265055188, '0.5': 0.9573621953506899, '0.75': 0.9666087876068516, '0.9': 0.9733970368079539}",0.9449549595482459,0.6418902362440261,0.0523509060724123,0.011149359481420873
simplified_reconstructed_ddxplus,132706,0.8996428194655856,0.9294068871235756,0.9180263277216345,0.993685289286091,0.9984703027745543,0.5517038930605824,0.5281864981251053,"{'0.1': 0.15158851169822485, '0.25': 0.23268697785615278, '0.5': 0.5281864981251053, '0.75': 0.8681561038737537, '0.9': 0.975160474261231}",0.5963569129899036,0.1514159561840407,0.3479389264050031,0.3242384756877507
