average_false_positive_count,exact_set_match_rate,f1,false_negative_count,false_positive_count,precision,recall,scope,true_positive_count,utterances_with_false_positive_pct,utterances_with_missed_evidence_pct
0.13541666666666666,0.7291666666666666,0.8193832599118943,28,13,0.8773584905660378,0.768595041322314,positive,93,9.375,19.791666666666668
0.052083333333333336,0.9375,0.8275862068965517,5,5,0.8275862068965517,0.8275862068965517,denied,24,3.125,3.125
