model,accuracy,macro_f1,weighted_f1,top3_accuracy,top5_accuracy,training_time_sec
sgd_log_loss,0.995759915198304,0.9935646710163566,0.9956956030606781,0.999979999599992,1.0,23.57
multinomial_nb,0.996719934398688,0.9950567243890461,0.996666613019753,0.999959999199984,0.999979999599992,2.21
